age,temp,race,capitalgain,capitalloss,hoursperweek,income,sex_1
23,131699,2,0,0,14,0,0
18,154089,4,0,0,20,0,1
41,247081,4,0,0,40,1,1
45,276839,4,0,0,40,0,1
37,166115,4,0,0,50,1,1
27,192936,4,0,0,30,0,0
50,247425,2,0,0,40,0,0
41,198196,4,15024,0,50,1,1
20,260254,4,0,0,40,0,1
60,176360,4,0,0,40,1,1
21,214731,4,0,0,40,0,0
23,107564,4,0,0,24,0,0
32,29312,4,0,0,40,0,1
62,190610,4,0,0,50,1,1
40,296858,4,5178,0,40,1,1
42,294431,4,0,0,60,1,1
34,259818,2,0,0,40,0,0
37,161111,4,0,0,10,0,0
42,85995,4,0,0,52,0,1
18,108501,4,0,0,25,0,1
27,135296,4,0,0,40,0,0
27,491607,2,0,0,32,0,1
61,170278,4,0,0,30,0,0
41,309932,4,0,0,40,0,1
46,117310,4,0,0,21,1,0
46,234289,4,0,0,60,0,1
45,199925,4,0,0,48,0,1
70,31540,4,0,0,20,0,0
46,202606,2,0,0,30,0,0
20,239577,4,0,0,40,0,1
36,110013,4,0,0,40,0,0
38,230054,4,0,0,40,0,1
27,203558,4,0,0,40,1,0
51,222883,2,0,0,55,0,1
39,61518,4,0,0,50,1,1
45,246891,4,0,1902,40,1,1
51,194995,4,0,0,50,1,1
52,207025,2,0,0,24,0,0
39,128715,4,0,0,45,1,1
30,180168,4,0,0,38,0,0
44,270495,4,0,0,50,0,0
44,191196,4,0,0,35,1,1
28,624572,2,0,0,40,0,0
43,488706,4,0,0,45,0,1
43,52131,4,0,1902,50,1,1
38,134635,4,0,0,45,0,1
41,197033,4,0,0,35,0,1
36,112576,4,0,0,40,0,0
32,134737,4,0,0,42,0,1
45,154237,2,0,0,40,0,0
30,103200,1,0,0,40,0,0
25,179599,4,0,0,38,0,0
57,274900,4,0,0,45,0,1
21,138580,2,0,0,40,0,0
43,187034,4,0,0,40,0,0
19,263568,4,594,0,35,0,1
21,142332,4,0,0,25,0,1
40,174090,4,4687,0,50,1,0
38,103323,4,0,0,55,1,1
24,108670,4,0,0,32,0,0
18,326640,4,0,0,20,0,0
54,99185,4,0,0,40,1,1
29,365328,4,0,0,40,0,0
19,53220,2,0,1602,20,0,0
22,369084,4,0,0,40,0,1
48,55377,2,0,0,55,1,1
64,271094,4,0,0,20,0,0
27,165014,3,0,0,11,0,0
40,284086,4,7688,0,40,1,1
47,186256,4,15024,0,40,1,1
19,84250,4,0,0,22,0,0
39,189404,4,0,0,40,1,1
34,152667,4,0,0,25,0,1
36,239755,4,0,0,50,1,1
44,271756,2,0,0,40,1,1
23,332657,4,0,0,25,0,0
36,141029,4,0,0,40,0,0
27,41281,4,0,0,65,0,1
41,27444,4,0,0,40,1,1
20,267945,4,0,0,15,0,0
30,177675,4,0,0,40,0,1
20,135716,4,0,0,44,0,1
40,91355,2,0,0,40,0,0
47,53292,4,0,0,35,0,0
51,256466,1,0,0,50,0,1
40,126701,4,13550,0,50,1,1
25,64671,1,0,0,40,0,0
50,123004,4,0,1887,40,1,0
26,167350,4,0,0,45,0,1
62,160062,4,0,0,44,0,1
34,35683,4,0,0,40,0,0
28,146565,4,0,0,35,0,0
37,168166,4,0,0,40,0,0
34,117779,4,2977,0,65,0,0
58,310085,4,0,0,40,1,1
26,262413,4,0,0,40,0,0
56,152874,2,0,1741,40,0,0
29,35314,4,0,0,20,0,0
37,32719,4,0,0,50,1,0
37,224566,4,0,0,40,0,1
20,190290,4,0,1602,40,0,1
26,331806,2,0,0,37,0,1
45,328610,4,0,0,55,1,1
20,221533,4,0,0,40,0,1
35,350169,4,0,0,38,0,0
29,125131,4,0,0,40,1,0
71,158437,4,0,0,40,0,1
37,180714,2,0,0,48,0,1
40,284086,4,0,0,30,0,1
33,119422,4,0,0,40,0,1
22,327060,2,0,0,8,0,1
32,171813,4,0,0,40,0,0
39,20308,4,0,0,40,1,1
17,45037,4,0,0,25,0,0
53,139157,4,0,0,40,0,1
33,228931,4,7298,0,40,1,1
60,220729,4,0,0,50,0,1
43,147230,4,0,0,60,0,1
29,79586,0,0,0,65,0,1
40,279914,4,0,2415,40,1,1
62,142769,4,0,0,40,0,1
30,226525,4,0,0,40,0,1
18,178759,4,0,0,15,0,0
49,106705,4,0,0,36,0,0
57,194161,4,0,0,42,1,1
37,225385,4,0,0,40,0,0
66,331960,4,0,0,20,0,1
50,156877,4,0,0,35,0,1
24,271354,4,0,0,40,0,1
31,33117,4,0,0,45,1,1
38,212437,2,0,0,30,0,0
37,121228,4,0,1726,50,0,1
62,142139,4,0,0,30,0,1
54,165001,4,0,0,48,1,1
56,294623,4,0,0,40,0,1
24,244413,2,0,0,35,0,1
29,146014,4,0,0,50,0,1
53,197014,4,0,0,35,0,1
56,169528,4,0,0,40,0,1
60,162397,4,0,0,2,0,1
38,154641,4,0,0,50,0,1
52,251585,4,0,0,55,0,1
28,46322,2,0,0,38,0,0
46,197042,4,0,0,50,0,0
43,111829,4,0,0,40,0,0
24,229005,2,0,0,40,0,0
64,298546,4,0,0,70,0,1
43,111483,4,3103,0,40,1,1
64,104973,4,0,0,45,1,1
40,383300,4,0,0,40,0,1
38,135162,4,0,0,40,0,1
36,87520,4,0,0,40,0,0
19,183258,4,0,0,40,0,1
19,206546,4,0,0,24,0,1
55,199212,4,5178,0,40,1,0
41,207685,4,0,0,61,1,1
36,213277,4,0,0,50,0,1
23,129980,4,0,0,40,0,1
28,118089,4,4386,0,45,1,1
34,236391,4,0,0,30,0,0
49,209057,4,0,0,60,1,1
47,98044,4,0,0,25,0,1
21,154192,4,0,0,40,0,1
36,48268,4,0,0,40,0,1
17,158762,4,0,0,16,0,0
22,87569,4,0,1762,40,0,0
33,274800,2,0,0,40,0,0
42,230684,4,0,1579,40,0,1
52,155496,4,0,0,40,0,0
37,22494,4,0,0,41,0,0
42,200610,4,0,1740,60,0,1
48,54985,4,0,0,40,0,1
46,207807,2,0,0,30,0,0
18,294263,4,0,0,9,0,0
23,204226,4,0,0,40,0,0
90,188242,4,11678,0,40,1,1
47,20956,4,0,0,40,1,1
40,55567,4,0,0,40,1,0
23,251325,1,0,0,8,0,0
33,75417,4,0,0,8,0,0
36,185556,4,0,0,35,1,1
38,96732,4,0,0,60,0,1
31,323985,4,0,0,40,1,0
52,198186,2,0,0,40,0,0
21,147884,4,0,0,40,0,0
35,285000,4,0,0,45,0,1
54,91882,4,0,0,43,0,1
37,196434,4,0,0,40,1,1
52,191968,4,0,0,40,0,0
42,222756,4,7430,0,40,1,1
34,66384,4,0,0,35,0,1
46,165937,4,0,0,40,1,1
56,243076,4,0,0,40,0,1
36,193026,4,0,0,60,0,1
39,126894,2,0,0,30,0,0
24,214399,4,0,0,55,0,0
70,98979,2,0,0,20,1,1
29,191177,4,0,0,18,0,0
27,420351,4,0,0,45,0,1
53,159849,4,0,0,35,0,0
36,128392,4,4787,0,40,1,1
27,130492,3,0,0,35,0,1
48,59380,4,0,0,45,0,0
59,130532,4,0,0,45,0,0
29,535740,2,0,0,40,0,1
21,186452,4,0,0,35,0,1
29,276418,2,0,2051,32,0,0
19,383715,4,0,0,25,0,0
32,418617,4,0,0,55,0,1
23,607118,2,0,0,36,0,1
42,230592,4,0,0,50,0,1
68,212932,2,0,0,20,0,1
51,321865,4,0,0,99,0,1
36,240755,4,0,0,60,0,1
25,167571,4,0,0,25,0,0
70,165586,4,0,0,40,0,1
29,132267,4,0,0,60,0,1
53,308082,4,0,0,15,0,0
31,402812,4,7298,0,45,1,1
25,136357,4,0,0,40,0,1
17,117549,2,0,0,35,0,0
41,482677,4,0,0,30,0,0
72,112658,4,2653,0,42,0,1
34,120461,4,0,0,40,0,0
48,83444,4,7298,0,55,1,1
34,93699,4,0,0,50,0,0
45,174794,4,0,0,29,0,0
22,157332,4,0,0,35,0,0
20,420973,4,0,0,20,0,0
30,176471,4,0,0,38,0,0
31,113708,4,0,0,40,0,1
21,82497,4,0,0,20,0,0
32,169512,2,0,0,60,1,1
44,157765,4,0,0,40,0,0
48,277946,4,0,0,40,0,1
21,195808,4,0,0,15,0,1
50,57852,4,0,0,55,1,1
46,99699,2,0,1876,40,0,0
32,296466,4,0,0,40,1,1
44,248476,4,0,0,45,1,1
43,409902,2,0,0,96,0,0
19,187161,4,0,0,20,0,0
36,220237,4,0,1977,40,1,1
21,303187,1,0,0,40,0,1
38,285890,2,0,0,55,1,1
38,63322,4,0,0,60,0,1
56,159937,0,0,0,30,1,1
28,208725,4,0,0,50,1,1
41,325159,4,0,0,50,0,1
56,89698,2,0,0,40,0,0
32,399088,4,0,0,45,0,0
35,134922,4,0,0,50,0,0
22,245866,4,0,0,40,0,1
37,406328,2,0,0,50,1,1
72,203523,4,0,0,10,0,1
30,272432,4,0,0,40,0,0
30,182271,4,0,0,40,0,1
50,193746,4,0,0,60,0,1
49,203505,4,0,0,30,0,0
41,118484,4,0,0,40,0,1
25,391591,4,0,0,50,0,1
29,30069,4,0,0,50,0,0
38,179731,4,0,0,52,0,0
34,128016,4,2202,0,40,0,0
38,139473,4,0,0,50,0,1
26,130302,4,0,0,40,0,1
23,250630,4,0,0,40,0,0
24,115222,4,10520,0,40,1,1
19,198700,2,0,0,20,0,1
23,394191,4,0,0,40,0,1
78,163140,4,0,0,12,0,0
26,243786,4,0,0,38,0,0
42,248406,4,0,0,38,1,1
20,33860,0,0,0,28,0,0
45,138342,4,0,0,84,0,1
41,115254,2,0,0,40,0,0
55,173504,4,0,0,50,1,1
17,89259,4,0,0,15,0,0
30,152940,4,0,0,40,0,1
27,58124,2,0,0,40,0,0
40,201908,4,0,0,40,1,1
39,156780,1,0,0,40,0,0
26,152924,4,0,0,40,0,0
31,115963,4,0,0,40,0,1
29,375313,1,0,0,45,0,1
46,126754,4,0,0,50,1,1
35,223725,4,0,0,65,0,1
38,298871,1,0,0,40,0,1
25,306352,4,0,1902,40,1,1
45,166879,4,0,0,40,0,1
22,125040,4,0,0,40,0,1
27,198493,4,0,0,60,0,1
44,86298,4,0,0,45,0,1
40,249039,4,0,0,40,0,0
27,217200,4,0,0,40,0,1
30,145139,4,0,0,45,0,1
24,146343,4,0,0,40,0,1
35,102976,4,0,0,50,0,1
50,24013,4,0,0,55,1,1
54,162745,4,0,0,55,1,1
55,128045,4,0,0,40,0,1
43,245937,4,0,0,65,0,1
34,426431,4,0,0,48,1,1
41,409902,2,0,0,33,0,0
43,580591,4,0,0,28,0,1
76,130585,4,0,0,12,0,0
24,201145,4,0,0,65,0,1
51,196107,4,0,0,60,0,1
55,178353,4,10520,0,60,1,1
23,195508,4,0,0,20,0,1
23,224716,4,0,0,35,0,1
18,280901,4,0,0,15,0,0
43,169076,2,0,0,40,0,1
39,141584,4,0,0,50,0,1
57,253267,4,0,0,35,0,0
27,203776,4,0,0,45,0,1
54,449172,2,0,0,40,0,1
37,174329,4,0,0,20,0,1
44,91674,4,0,0,50,1,1
62,202958,4,0,0,40,0,1
40,205680,4,0,0,50,0,1
29,193932,4,0,0,40,0,1
26,177635,4,0,0,40,0,1
65,180422,4,6723,0,38,0,1
18,231335,4,0,0,40,0,1
46,141058,4,7298,0,40,1,1
20,114365,4,0,0,40,0,0
23,212856,2,0,0,35,0,0
23,64292,4,0,0,40,0,0
58,96609,4,0,0,40,0,0
40,438427,2,0,0,55,0,0
62,144026,4,0,0,40,0,0
21,105997,4,0,0,20,0,0
47,154430,4,0,0,40,1,0
19,162954,4,0,0,30,0,0
21,94826,4,0,0,40,0,1
27,54897,4,0,0,40,0,1
38,135020,4,0,0,60,0,1
40,367819,4,0,1977,40,1,1
22,225531,4,0,2205,40,0,1
49,165937,4,0,0,40,0,1
21,131230,4,0,0,30,0,1
38,95647,1,0,0,30,0,1
66,115880,4,10605,0,40,1,1
37,262278,2,15024,0,45,1,1
38,126755,4,0,0,45,0,1
47,150211,4,0,0,40,1,1
47,188694,4,15024,0,45,1,1
53,59840,4,0,0,60,0,1
36,144752,0,0,0,48,0,1
63,192042,2,0,0,40,0,0
46,230806,4,0,0,40,0,0
28,364946,4,0,0,50,0,1
40,133986,4,0,0,70,0,0
21,201418,4,0,0,30,0,1
31,236543,4,0,0,40,0,1
45,238386,4,0,0,40,1,1
50,96062,4,0,0,70,1,1
41,202565,4,0,0,40,1,1
46,194063,4,0,0,40,0,1
62,243733,4,7298,0,70,1,1
20,403519,4,0,1719,33,0,1
48,104353,2,0,0,40,1,0
23,239539,1,0,0,40,0,1
36,104089,4,0,0,40,0,1
33,93585,4,0,0,40,0,0
43,139277,4,0,0,40,0,0
22,124971,4,0,0,45,0,1
50,82566,4,0,0,45,1,1
22,145964,4,0,0,15,0,1
32,177855,4,0,0,55,1,1
18,263656,2,0,0,25,0,1
40,199191,4,0,0,50,1,0
39,212840,2,0,0,40,0,0
56,191330,4,0,0,40,1,1
50,193720,4,0,0,70,1,1
39,172927,4,15024,0,50,1,1
33,51185,4,0,0,40,0,1
30,186145,4,0,0,40,0,0
45,181307,4,0,1408,40,0,1
20,180052,4,0,0,22,0,1
24,61791,4,0,0,40,0,0
44,52505,4,0,0,99,0,1
36,48976,4,0,0,40,1,0
37,281012,1,0,0,40,1,0
33,156464,4,0,0,40,0,1
71,94358,4,0,0,6,0,1
44,296858,4,0,0,40,1,1
46,84790,4,0,0,40,1,1
43,177054,4,0,0,60,0,1
38,131239,4,0,0,20,0,1
30,49398,4,0,0,40,1,1
44,27242,4,0,0,40,0,1
41,113324,4,0,0,40,0,1
33,295591,4,0,0,40,0,1
61,48549,4,0,0,38,1,1
45,384627,4,2580,0,18,0,0
25,266062,4,0,0,65,0,1
26,208117,4,0,0,38,0,1
23,315476,4,0,0,30,0,1
35,20308,4,0,0,40,0,1
60,169204,4,0,0,50,0,1
35,319831,4,0,0,60,0,1
32,80356,4,0,0,50,0,1
26,313473,4,0,0,30,0,1
31,209529,4,0,0,40,0,1
24,214956,4,0,0,45,0,1
31,557853,4,5013,0,32,0,1
49,78529,4,0,0,60,0,1
37,446390,4,0,0,40,1,0
43,256253,4,0,0,55,1,1
31,61898,4,0,0,40,1,0
34,181152,2,0,0,35,0,0
34,90409,4,0,0,40,0,1
35,237713,4,0,0,50,1,1
29,176727,4,0,0,38,0,1
26,285367,4,4416,0,28,0,1
36,135293,4,0,0,50,0,0
39,105044,4,7298,0,40,1,1
48,98010,4,0,0,16,1,0
56,162301,4,0,0,40,0,0
65,103824,4,0,0,40,1,1
28,115677,4,7688,0,40,1,1
48,319079,4,0,0,30,0,0
64,134912,4,0,0,12,0,1
31,35985,4,0,0,40,0,1
44,245317,4,0,0,40,0,1
34,35743,4,0,0,40,1,1
54,231004,4,0,0,37,0,0
51,237295,4,0,0,40,0,0
38,43311,4,0,0,40,0,0
18,154583,4,0,0,16,0,0
64,278515,2,0,0,40,0,0
26,266062,4,0,0,60,0,1
36,172425,4,0,0,25,1,0
46,102388,4,0,0,60,0,1
48,195554,4,7298,0,40,1,1
32,265368,4,0,1902,44,1,0
19,100669,1,0,0,20,0,1
45,233511,4,0,0,40,1,1
42,223566,4,0,0,15,0,1
22,95552,4,0,0,40,0,1
27,159676,4,0,0,40,0,1
19,80978,4,0,0,25,0,0
48,70584,4,0,0,40,0,1
29,153475,4,0,0,40,0,0
47,104489,4,0,0,40,1,1
54,146325,4,0,0,40,1,1
39,246900,4,0,0,60,0,1
35,187589,4,0,0,40,0,1
46,65535,4,0,0,60,0,1
50,38540,4,0,0,40,0,1
46,191389,4,0,0,40,0,0
19,231492,4,0,0,60,0,1
32,130007,4,0,0,35,0,0
64,487751,4,0,0,50,0,1
33,52240,2,0,0,40,0,0
65,172906,4,0,0,50,1,0
47,158685,4,0,0,48,0,0
33,307693,2,0,0,30,0,0
40,202922,4,0,0,40,0,1
61,119563,4,0,0,25,0,0
30,161444,4,0,0,38,0,1
27,82242,4,0,0,45,0,1
68,357233,4,0,0,10,0,0
31,177596,4,0,0,40,0,0
27,209085,4,0,0,45,0,1
35,241306,4,0,0,50,0,1
32,19447,4,0,0,40,0,0
48,195104,4,0,0,60,0,1
22,109456,4,0,0,32,0,1
68,34887,4,0,0,6,0,0
55,202435,4,0,0,40,0,0
49,191821,4,0,0,32,0,0
49,228372,4,0,1977,60,1,1
37,78374,1,0,0,38,0,0
58,129786,4,0,0,40,0,1
23,410439,4,0,0,20,0,1
35,152307,4,0,1485,40,0,1
42,33895,4,0,0,40,0,0
20,178390,4,0,0,30,0,1
63,114011,4,0,0,40,0,0
23,157839,4,0,0,35,0,0
30,97355,4,0,0,40,0,0
40,369781,4,15024,0,45,1,1
22,225515,4,0,0,40,0,0
21,138513,4,0,0,25,0,1
72,138248,4,0,0,20,0,1
28,149141,4,0,0,45,1,1
36,233955,0,0,0,40,0,1
40,150533,4,0,1977,40,1,1
53,233369,4,0,0,40,0,0
22,188779,2,0,0,16,0,0
53,287927,4,0,0,60,0,0
20,96483,1,0,0,8,0,0
39,165215,4,0,0,15,0,0
32,107142,4,5013,0,50,0,1
48,82008,4,0,0,50,0,1
25,116044,4,0,0,40,0,1
58,160101,4,0,0,55,0,1
41,356934,4,0,0,45,1,1
36,204527,4,1506,0,40,0,1
36,276276,4,0,0,40,0,1
28,110408,4,0,0,45,0,1
37,187022,4,0,0,40,0,1
35,117528,4,0,0,40,0,0
50,180439,4,0,0,33,0,1
47,185870,4,0,0,60,0,1
21,290504,4,0,0,40,0,1
49,162264,2,0,0,40,0,1
38,253716,4,0,0,40,0,1
28,190525,4,0,0,50,0,1
29,283227,4,0,0,40,0,1
31,375221,2,0,0,35,0,1
30,194971,1,0,0,52,0,1
30,198091,4,0,0,44,0,1
30,224462,4,0,0,50,0,1
38,198751,1,0,0,40,0,1
27,221166,4,0,0,45,0,1
54,277777,4,3103,0,40,1,0
32,247156,2,3103,0,38,1,1
23,61777,4,2580,0,40,0,1
62,67928,4,0,0,40,0,1
20,204596,4,0,0,32,0,0
23,27881,4,0,0,66,0,1
48,332884,4,0,0,40,0,1
60,178551,4,0,0,26,0,1
22,215917,0,0,0,40,0,1
56,284701,4,0,0,40,1,0
63,286990,4,0,0,50,1,1
73,366204,2,1264,0,10,0,0
22,163519,4,0,0,40,0,0
51,123780,4,0,0,40,0,0
39,108140,4,0,0,40,0,1
31,469263,2,0,0,50,0,1
52,216558,1,0,0,40,0,1
46,149218,4,0,0,40,1,1
32,113453,4,0,0,24,1,0
46,23545,4,0,0,40,0,1
46,409443,4,0,0,25,0,1
29,152744,1,1506,0,40,0,0
33,166543,2,0,0,40,0,1
23,224217,4,0,0,40,0,1
41,244522,4,0,0,55,0,1
50,148121,1,0,0,40,0,0
69,295425,4,0,0,24,0,1
30,255424,4,0,0,55,0,1
21,97214,4,0,0,35,0,0
29,158703,4,0,0,40,0,1
43,478972,4,0,0,50,0,1
44,180383,4,0,0,60,0,1
33,159123,4,0,0,40,1,1
51,231230,4,0,0,45,0,1
25,134232,4,0,0,20,0,0
23,90729,3,0,0,40,0,1
36,275338,4,0,0,40,1,0
23,410446,4,0,0,40,0,1
28,120475,4,0,0,35,0,1
39,127048,4,0,0,40,0,0
60,113544,4,0,0,50,1,1
34,233727,4,0,0,50,1,1
62,210064,4,0,0,20,0,1
53,77462,4,0,0,60,0,1
25,108001,4,0,0,45,0,1
36,379522,4,15024,0,40,1,1
29,51461,4,0,0,45,0,1
31,147270,4,0,0,35,0,0
44,118212,4,0,0,40,0,1
49,189792,4,0,0,60,0,1
58,225623,4,0,0,40,0,1
38,248445,4,0,0,40,0,1
39,218490,4,15024,0,60,1,1
22,379883,4,0,0,40,0,0
38,312232,4,0,0,55,1,1
47,234470,2,0,0,40,0,0
19,389942,4,0,0,40,0,1
38,79483,4,0,0,45,0,0
39,389279,4,0,0,40,0,0
50,107581,4,0,0,50,0,1
38,176458,4,0,0,35,0,0
19,70505,4,0,0,20,0,0
51,259646,4,0,0,40,0,0
40,235743,4,0,0,45,0,1
35,177449,4,0,1887,52,1,1
28,103432,4,0,0,45,1,1
47,347088,4,0,0,40,0,0
51,275924,4,99999,0,50,1,1
34,162113,4,0,0,48,1,0
17,147497,4,0,0,20,0,0
33,37232,4,10520,0,80,1,1
33,441949,4,0,0,24,0,1
30,285855,4,0,0,40,0,1
49,103123,4,0,0,40,1,1
46,207076,4,0,0,60,0,1
38,36270,4,0,0,60,0,1
43,206927,4,15024,0,50,1,1
32,236415,4,0,0,40,0,0
26,108035,4,0,0,40,0,0
21,225395,4,0,0,24,0,0
28,140239,4,0,0,11,0,0
36,338033,4,0,0,40,0,0
55,314164,4,0,0,40,1,1
56,337065,4,0,0,40,0,1
33,340899,4,0,0,45,1,1
49,102096,4,3781,0,40,0,1
47,31141,4,0,0,40,1,1
62,312818,4,0,1902,1,1,1
42,270147,4,0,0,40,0,0
41,97279,4,0,0,50,0,1
31,247328,4,0,0,30,0,1
48,31267,4,3411,0,70,0,1
32,220066,4,0,0,40,0,0
19,159269,4,0,0,53,0,1
47,155107,4,0,0,40,0,1
24,354351,4,0,0,60,1,1
18,129053,4,0,0,28,0,1
58,255822,4,0,0,40,0,1
49,192323,4,0,0,40,1,1
31,176244,4,0,0,35,0,0
23,223019,4,0,0,40,0,0
32,243243,4,0,0,77,0,1
22,194630,4,0,0,10,0,1
51,98980,4,0,0,99,1,1
39,223792,4,0,0,72,0,1
31,415706,4,0,0,40,0,0
38,68781,4,0,0,40,0,1
68,113718,4,0,1258,40,0,1
37,152587,4,0,0,40,0,1
25,120268,4,0,0,50,1,1
37,52870,4,0,0,40,0,1
55,193895,4,0,0,38,0,0
32,239662,2,0,1579,36,0,1
51,201040,4,0,0,40,1,1
36,25806,1,0,0,40,0,1
46,130667,2,0,0,40,0,1
55,141807,4,0,0,40,1,1
51,108037,4,0,0,40,0,0
50,129311,4,0,0,40,0,1
47,149218,4,0,0,65,0,1
42,337276,4,0,0,40,1,1
48,24366,0,0,0,40,0,1
61,149855,4,0,2057,70,0,1
35,49020,4,0,0,35,0,1
36,165007,4,0,0,40,0,1
31,83413,4,0,0,40,0,1
45,103331,4,15024,0,44,1,1
56,142689,4,0,0,50,0,1
36,398575,4,0,0,40,0,0
26,166301,4,0,0,40,0,1
37,53703,4,0,0,40,0,1
38,274907,4,0,0,35,0,1
34,226525,4,0,0,40,0,1
29,36440,4,0,0,40,0,0
37,81965,4,0,0,25,0,0
52,111192,0,0,0,40,0,1
20,214238,4,0,0,32,0,0
43,115932,4,0,0,40,1,1
33,173730,4,0,0,40,0,1
63,123157,4,0,0,40,0,1
67,220283,4,0,0,20,0,0
24,155066,4,0,0,40,0,1
29,244246,4,0,0,40,0,1
37,112264,4,0,0,40,0,1
54,200450,4,0,0,60,0,1
66,128609,2,0,0,40,1,1
57,340591,4,0,0,45,0,1
36,43712,4,0,0,50,0,1
41,316820,4,0,0,45,1,1
48,44142,4,0,0,45,0,1
24,311311,4,0,0,65,0,1
66,143417,4,0,0,45,0,1
29,264166,4,0,0,60,0,0
44,112656,4,0,0,20,0,0
45,123844,4,0,0,60,0,0
27,146760,2,0,0,40,0,0
36,225516,2,0,0,40,1,1
36,114366,4,0,0,50,0,1
32,199227,4,0,0,55,0,1
18,299347,4,0,0,20,0,0
39,74194,4,0,1721,45,0,1
25,244408,1,0,0,40,0,0
26,198289,4,0,0,40,0,1
63,89451,4,0,0,40,1,1
50,149433,4,0,0,45,0,1
47,236999,4,0,0,40,0,1
17,34943,4,0,0,15,0,0
46,40666,4,15024,0,40,1,1
34,329170,4,6849,0,70,0,0
26,122999,4,0,0,45,0,1
48,118972,4,0,0,40,0,1
47,205068,4,0,1977,60,1,1
40,195124,4,0,0,40,0,1
21,143184,4,0,0,40,0,0
55,90290,4,0,0,40,0,1
37,175232,4,0,0,40,1,1
41,319366,4,0,0,40,1,1
34,61559,4,0,0,35,0,1
47,247869,4,0,0,50,1,1
39,204158,4,5178,0,60,1,1
36,239755,4,0,0,40,0,1
29,198210,2,0,0,40,0,0
46,190961,2,0,0,40,0,0
77,171193,4,0,1668,30,0,0
27,110073,4,0,0,40,1,1
19,163885,4,0,0,40,0,0
38,99783,4,0,1902,40,0,0
18,430930,4,0,0,6,0,0
54,200450,4,0,0,35,0,1
33,226296,4,0,1672,50,0,1
45,214690,4,0,0,40,0,1
28,181008,4,0,0,50,1,1
26,345779,4,0,0,43,0,1
26,58350,4,0,0,50,0,0
41,164647,2,0,0,40,0,0
21,142809,4,0,0,40,0,1
38,105803,4,0,0,40,1,1
26,195067,4,0,0,40,0,1
49,289964,4,0,0,50,0,1
26,194813,4,0,0,40,0,1
43,303211,4,0,0,40,0,1
22,37932,4,0,0,25,0,1
73,268832,4,0,0,45,0,1
33,63925,4,0,0,35,0,1
25,189897,4,0,0,40,0,1
36,635913,2,0,0,40,0,1
25,296228,3,0,0,42,0,0
42,138162,4,0,0,45,0,1
54,164757,4,0,0,16,0,1
33,236013,4,0,0,55,1,0
79,149912,4,0,0,40,0,0
48,85384,4,7688,0,40,1,1
52,30008,4,0,0,45,0,1
23,209744,4,0,0,38,0,1
25,161027,4,0,0,40,0,1
54,131662,4,0,0,40,0,0
47,115971,4,0,0,40,1,1
21,88373,4,0,0,16,0,0
45,211399,4,7298,0,40,1,1
22,273989,4,0,0,40,0,1
27,124614,4,0,0,40,0,0
51,263439,4,0,0,40,0,1
56,19896,4,0,0,60,1,0
31,229732,4,0,0,50,0,1
59,169611,4,7298,0,12,1,0
36,220237,4,0,0,50,1,1
46,130779,4,0,0,48,1,1
24,152540,4,0,0,40,0,0
47,168330,4,2829,0,40,0,1
29,485944,2,0,0,40,0,1
34,199539,4,0,0,48,1,1
26,210521,4,0,0,42,1,1
19,244175,4,0,0,25,0,1
42,223763,4,0,0,40,1,1
56,183580,4,0,0,30,0,1
42,63596,4,0,0,30,0,0
35,108540,4,3137,0,40,0,1
43,116632,4,0,1887,45,1,1
17,175414,4,0,0,15,0,0
38,290624,4,0,0,40,0,0
33,557805,4,0,0,40,0,0
20,19410,0,0,0,40,0,0
48,206357,4,0,0,44,0,0
38,216385,2,0,1740,40,0,1
46,120131,4,3103,0,40,1,1
72,131699,4,0,0,6,0,0
30,157778,4,0,0,40,0,1
31,302679,4,0,0,40,0,1
29,133292,2,0,0,40,0,1
83,243567,4,0,0,20,0,1
61,72442,4,0,0,40,1,1
42,43909,4,0,0,32,0,0
23,108307,4,0,0,40,0,1
20,87467,4,0,0,18,0,0
42,99185,4,0,0,38,0,0
27,37274,4,0,0,20,0,1
44,342434,4,0,0,50,1,1
62,234372,4,0,0,40,0,1
66,107627,4,0,0,60,1,1
22,377725,4,0,0,23,0,0
32,30271,4,0,0,45,0,0
30,368570,4,0,0,50,0,1
43,316820,4,7688,0,40,1,1
56,176538,4,0,0,45,0,0
64,265786,2,0,0,40,0,1
31,82393,1,0,0,30,0,1
46,318259,4,0,0,55,0,0
45,157980,4,0,0,32,0,0
41,173981,4,0,0,40,0,1
52,165050,4,0,0,48,1,1
19,303652,4,0,0,30,0,0
34,393376,4,0,0,40,0,0
57,121912,4,0,0,50,1,1
30,351770,4,0,0,38,0,0
39,198841,4,0,0,60,1,1
41,139160,2,0,0,40,0,1
21,214810,4,0,0,25,0,0
31,137385,2,0,0,50,0,0
39,86643,4,27828,0,55,1,1
20,200089,4,0,0,36,0,1
26,219199,4,0,0,50,1,1
36,142711,4,0,0,40,0,1
29,626493,4,0,0,40,0,1
24,177125,4,0,0,60,0,1
28,181776,4,0,1876,70,0,0
36,257250,4,0,0,35,0,1
42,444134,4,0,0,40,0,1
18,24688,4,0,0,40,0,1
34,33731,4,0,0,40,1,1
27,209443,4,0,0,40,0,0
39,140854,4,0,1902,60,1,1
50,330142,4,0,0,44,0,1
26,29488,4,0,0,40,1,1
52,279129,4,0,0,60,1,1
32,177940,2,0,0,48,0,1
19,391403,4,0,0,30,0,1
